"","self.time.r38824ae","self.time.rf09bcd7","self.time.r4ea4356","self.time.rab3e84e","self.time.r5c98a1f","self.pct.r38824ae","self.pct.rf09bcd7","self.pct.r4ea4356","self.pct.rab3e84e","self.pct.r5c98a1f","total.time.r38824ae","total.time.rf09bcd7","total.time.r4ea4356","total.time.rab3e84e","total.time.r5c98a1f","total.pct.r38824ae","total.pct.rf09bcd7","total.pct.r4ea4356","total.pct.rab3e84e","total.pct.r5c98a1f","mem.total.r38824ae","mem.total.rf09bcd7","mem.total.r4ea4356","mem.total.rab3e84e","mem.total.r5c98a1f","samples.r38824ae","samples.rf09bcd7","samples.r4ea4356","samples.rab3e84e","samples.r5c98a1f"
""".classEnv"".ecoliHMMEVAL50_selac_UNREST_none",0.261764705882353,0.466666666666667,0,0,0,0.245294117647059,0.31,0,0,0,1.15588235294118,1.73333333333333,0,0,0,1.07823529411765,1.14,0,0,0,215.788235294118,237.3,0,0,0,17,6,12,12,42
"""getClassDef"".ecoliHMMEVAL50_selac_UNREST_none",0.461764705882353,0.633333333333333,0.0291666666666667,0.0416666666666667,0,0.429411764705882,0.413333333333333,0.005,0.00666666666666667,0,1.06764705882353,1.65833333333333,0.0416666666666667,0.0666666666666667,0,0.996470588235294,1.095,0.00583333333333333,0.00916666666666667,0,202.223529411765,210.233333333333,8.18333333333333,9.575,0,17,6,12,12,42
"""rowSums"".ecoliHMMEVAL50_selac_UNREST_none",0.0294117647058824,0.0333333333333333,0,0,0,0.0288235294117647,0.0216666666666667,0,0,0,0.355882352941176,0.9,0,0,0,0.328823529411765,0.575,0,0,0,48.4470588235294,131.216666666667,0,0,0,17,6,12,12,42
"GrahamDB-selac-819329e/R/selac.R#3524#""Matrix::norm"".ecoliHMMEVAL50_selac_UNREST_none",0.00588235294117647,0.025,0,0,0,0.00529411764705882,0.015,0,0,0,0.117647058823529,0.65,0,0,0,0.102941176470588,0.425,0,0,0,19.3235294117647,104.8,0,0,0,17,6,12,12,42
"""as.vector"".ecoliHMMEVAL50_selac_UNREST_none",0.926470588235294,1.35,0,0,0,0.86,0.9,0,0,0,0.929411764705882,1.35,0,0,0,0.862941176470588,0.9,0,0,0,180.135294117647,175.016666666667,0,0,0,17,6,12,12,42
"""anyStrings"".ecoliHMMEVAL50_selac_UNREST_none",0.0352941176470588,0.0416666666666667,0,0,0,0.0341176470588235,0.0266666666666667,0,0,0,0.447058823529412,0.925,0,0,0,0.425882352941176,0.615,0,0,0,93.6411764705882,131.35,0,0,0,17,6,12,12,42
"""is"".ecoliHMMEVAL50_selac_UNREST_none",0.508823529411765,0.758333333333333,0,0,0,0.47,0.501666666666667,0,0,0,0.952941176470588,1.38333333333333,0,0,0,0.882352941176471,0.916666666666667,0,0,0,184.811764705882,238.5,0,0,0,17,6,12,12,42
"""callGeneric"".ecoliHMMEVAL50_selac_UNREST_none",0.0764705882352941,0.141666666666667,0,0,0,0.0729411764705882,0.0933333333333333,0,0,0,0.614705882352941,1.525,0,0,0,0.571176470588235,1,0,0,0,82.1235294117647,300.4,0,0,0,17,6,12,12,42
"""Matrix::norm"".ecoliHMMEVAL50_selac_UNREST_none",0.0205882352941176,0.0166666666666667,0.0208333333333333,0.0208333333333333,0,0.02,0.01,0.00416666666666667,0.00416666666666667,0,0.264705882352941,0.45,0.108333333333333,0.05,0,0.261764705882353,0.271666666666667,0.0158333333333333,0.0075,0,42.8,68.1166666666667,31.65,8.18333333333333,0,17,6,12,12,42
"""validityMethod"".ecoliHMMEVAL50_selac_UNREST_none",0.0411764705882353,0.116666666666667,0,0,0,0.0388235294117647,0.0783333333333333,0,0,0,0.464705882352941,1.39166666666667,0,0,0,0.428235294117647,0.918333333333333,0,0,0,100.541176470588,177.716666666667,0,0,0,17,6,12,12,42
"""getClass"".ecoliHMMEVAL50_selac_UNREST_none",0.202941176470588,0.275,0,0,0,0.187647058823529,0.18,0,0,0,0.702941176470588,1.10833333333333,0,0,0,0.652352941176471,0.731666666666667,0,0,0,133.223529411765,147.483333333333,0,0,0,17,6,12,12,42
"""<GC>"".ecoliHMMEVAL50_selac_UNREST_none",1.05588235294118,1.06666666666667,0.883333333333333,0.85,0.316666666666667,0.983529411764706,0.711666666666667,0.128333333333333,0.125833333333333,0.0428571428571429,1.05588235294118,1.06666666666667,0.883333333333333,0.85,0.316666666666667,0.983529411764706,0.711666666666667,0.128333333333333,0.125833333333333,0.0428571428571429,367.752941176471,722.55,255.608333333333,224.925,90.4785714285714,17,6,12,12,42
""".requirePackage"".ecoliHMMEVAL50_selac_UNREST_none",0.479411764705882,0.6,0,0,0,0.447647058823529,0.395,0,0,0,0.723529411764706,0.95,0,0,0,0.675882352941176,0.626666666666667,0,0,0,143.035294117647,139,0,0,0,17,6,12,12,42
"GrahamDB-selac-2a88b49/R/selac.R#3782#""sum"".ecoliHMMEVAL50_selac_UNREST_none",0.911764705882353,0,0,0,0,0.855882352941177,0,0,0,0,0.917647058823529,0,0,0,0,0.861176470588235,0,0,0,0,243.2,0,0,0,0,17,6,12,12,42
"GrahamDB-selac-2a88b49/R/selac.R#3809#""internal_expm"".ecoliHMMEVAL50_selac_UNREST_none",0.123529411764706,0,0,0,0,0.115882352941176,0,0,0,0,0.8,0,0,0,0,0.743529411764706,0,0,0,0,218.741176470588,0,0,0,0,17,6,12,12,42
""".local"".ecoliHMMEVAL50_selac_UNREST_none",0.00882352941176471,0,0,0,0,0.00882352941176471,0,0,0,0,0.191176470588235,0,0,0,0,0.178235294117647,0,0,0,0,34.1058823529412,0,0,0,0,17,6,12,12,42
"<expr>#1042#""lSAC.c4mc.full"".ecoliHMMEVAL50_selac_UNREST_median",0.05,0.05,0.0458333333333333,0.0458333333333333,0.025,0.01,0.01,0,0,0,407.767647058824,560.133333333333,2312.6625,2255.65833333333,1444.15909090909,100,100,91.6666666666667,91.6666666666667,50,79464.2823529412,107407.066666667,535607.516666667,520904.141666667,5745.03636363636,17,6,12,12,22
"GrahamDB-selac-2a6c393/R/selac.R#1212#""GetLikelihoodSAC_CodonForSingleCharGivenOptimumHMMScoring"".ecoliHMMEVAL50_selac_UNREST_median",0,0.208333333333333,0.366666666666667,0.3625,0,0,0.035,0.015,0.0158333333333333,0,0,558.616666666667,2498.17916666667,2475.05416666667,0,0,99.7283333333333,99.9483333333333,99.9491666666667,0,0,106836.15,578344.25,571524.116666667,0,17,6,12,12,22
"""FUN"".ecoliHMMEVAL50_selac_UNREST_median",0.0441176470588235,0.0583333333333333,0.00416666666666667,0.0166666666666667,0.240909090909091,0.01,0.0116666666666667,0,0,0.00818181818181818,236.194117647059,558.633333333333,219.645833333333,832.145833333333,2946.58409090909,58.5947058823529,99.73,8.32916666666667,33.3166666666667,99.9545454545455,45533.7941176471,106841.566666667,50907.025,192156.35,11141.1818181818,17,6,12,12,22
"GrahamDB-selac-ca13013/R/selac.R#1111#""TreeTraversalODE"".ecoliHMMEVAL50_selac_UNREST_median",0,0,0,0,0.777272727272727,0,0,0,0,0.0254545454545455,0,0,0,0,2946.53409090909,0,0,0,0,99.9522727272727,0,0,0,0,11135.5772727273,17,6,12,12,22
"deSolve/R/ode.R#22#""rk"".ecoliHMMEVAL50_selac_UNREST_median",0,0,0,0,0.625,0,0,0,0,0.0204545454545455,0,0,0,0,2933.45,0,0,0,0,99.4995454545455,0,0,0,0,11007.5590909091,17,6,12,12,22
"deSolve/R/rk.R#210#"".Call"".ecoliHMMEVAL50_selac_UNREST_median",0,0,0,0,2925.07727272727,0,0,0,0,99.2145454545455,0,0,0,0,2925.51136363636,0,0,0,0,99.2309090909091,0,0,0,0,10925.8318181818,17,6,12,12,22
"GrahamDB-selac-ca13013/R/selac.R#3468#""ode"".ecoliHMMEVAL50_selac_UNREST_median",0,0,0,0,0.2,0,0,0,0,0.00681818181818182,0,0,0,0,2811.46363636364,0,0,0,0,95.3677272727273,0,0,0,0,10624.6272727273,17,6,12,12,22
"""lapply"".ecoliHMMEVAL50_selac_UNREST_median",0.0235294117647059,0,0.0125,0.00833333333333333,0.1,0.00470588235294118,0,0,0,0.00181818181818182,0.391176470588235,0,0.025,0.0166666666666667,2812.99545454545,0.0958823529411765,0,0.000833333333333333,0,95.4113636363636,83.6470588235294,0,8.825,3.21666666666667,10642.8181818182,17,6,12,12,22
"GrahamDB-selac-4ea4356/R/selac.R#3574#""as.vector"".ecoliHMMEVAL50_selac_UNREST_median",3.67352941176471,7.225,11.3375,0,0,0.900588235294118,1.29166666666667,0.455833333333333,0,0,57.1029411764706,115.925,2086.04166666667,0,0,14.0058823529412,20.7116666666667,83.4608333333333,0,0,9041.61764705882,21076.2666666667,483403.083333333,0,0,17,6,12,12,22
"GrahamDB-selac-4ea4356/R/selac.R#3574#""%*%"".ecoliHMMEVAL50_selac_UNREST_median",0.217647058823529,0.6,2071.56666666667,0,0,0.0529411764705882,0.106666666666667,82.8825,0,0,50.1617647058824,102.616666666667,2072.225,0,0,12.3047058823529,18.3366666666667,82.9066666666667,0,0,7921.95882352941,18252.9166666667,480247.558333333,0,0,17,6,12,12,22
"expm/R/expm_vec.R#78#""as.vector"".ecoliHMMEVAL50_selac_UNREST_median",0,0,0,11.1833333333333,0,0,0,0,0.450833333333333,0,0,0,0,2063.86666666667,0,0,0,0,83.3433333333333,0,0,0,0,477116.2,0,17,6,12,12,22
"expm/R/expm_vec.R#78#""%*%"".ecoliHMMEVAL50_selac_UNREST_median",0,0,0,2049.65,0,0,0,0,82.7683333333333,0,0,0,0,2050.25,0,0,0,0,82.7916666666667,0,0,0,0,474030.65,0,17,6,12,12,22
"GrahamDB-selac-e94b31e/R/selac.R#1444#""GetLikelihoodSAC_CodonForManyCharVaryingBySiteEvolvingAA"".ecoliHMMEVAL50_selac_UNREST_median",0.0470588235294118,0.075,0.0416666666666667,0.025,0.0340909090909091,0.01,0.015,0.000833333333333333,0,0,286.520588235294,559.3,1443.43333333333,1234.85,1872.21818181818,70.4270588235294,99.85,58.3133333333333,49.9825,63.6172727272727,55732.2117647059,107080.283333333,334253.975,285250.941666667,7173.61818181818,17,6,12,12,22
"GrahamDB-selac-4ea4356/R/selac.R#1120#""internal_expAtv"".ecoliHMMEVAL50_selac_UNREST_median",0,122.358333333333,122.466666666667,0,0,0,21.8333333333333,4.895,0,0,0,238.808333333333,1281.9875,0,0,0,42.615,51.2716666666667,0,0,0,44014.35,296608.141666667,0,0,17,6,12,12,22
"GrahamDB-selac-86cc7e9/R/selac.R#1120#""expm::expAtv"".ecoliHMMEVAL50_selac_UNREST_median",0,0,0,121.9375,0,0,0,0,4.91916666666667,0,0,0,0,1263.175,0,0,0,0,50.9916666666667,0,0,0,0,291583.891666667,0,17,6,12,12,22
"GrahamDB-selac-4ea4356/R/selac.R#1123#""internal_expAtv"".ecoliHMMEVAL50_selac_UNREST_median",0,116.075,116.7625,0,0,0,20.74,4.6725,0,0,0,226.741666666667,1215.50833333333,0,0,0,40.5,48.65,0,0,0,49378.0333333333,281574.675,0,0,17,6,12,12,22
"GrahamDB-selac-86cc7e9/R/selac.R#1123#""expm::expAtv"".ecoliHMMEVAL50_selac_UNREST_median",0,0,0,116.254166666667,0,0,0,0,4.6975,0,0,0,0,1211.12916666667,0,0,0,0,48.9275,0,0,0,0,279762.275,0,17,6,12,12,22
"<expr>#760#""lSAC.c4mc.full"".ecoliHMMEVAL50_selac_UNREST_median",0,0,0,0,0.0227272727272727,0,0,0,0,0,0,0,0,0,1378.85454545455,0,0,0,0,45.4545454545455,0,0,0,0,5311.27272727273,17,6,12,12,22
"""doTryCatch"".ecoliHMMEVAL50_selac_UNREST_median",0.294117647058824,0.316666666666667,0,0,0.00227272727272727,0.07,0.055,0,0,0,407.767647058824,560.133333333333,0,0,138.961363636364,100,100,0,0,4.54545454545455,79464.2823529412,107407.066666667,0,0,564.563636363636,17,6,12,12,22
"""tryCatch"".ecoliHMMEVAL50_selac_UNREST_median",0.226470588235294,0.325,0,0,0.00227272727272727,0.0564705882352941,0.0583333333333333,0,0,0,407.767647058824,560.133333333333,0,0,131.115909090909,100,100,0,0,4.54545454545455,79464.2823529412,107407.066666667,0,0,511.268181818182,17,6,12,12,22
"""tryCatchList"".ecoliHMMEVAL50_selac_UNREST_median",0.0794117647058824,0.116666666666667,0,0,0,0.0170588235294118,0.0233333333333333,0,0,0,315.570588235294,466.85,0,0,0,76.4705882352941,83.3333333333333,0,0,0,61443.5352941176,91254.4,0,0,0,17,6,12,12,22
"<expr>#986#""lSAC.c4mc.full"".ecoliHMMEVAL50_selac_UNREST_median",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,12,12,22
"""tryCatchOne"".ecoliHMMEVAL50_selac_UNREST_median",0.0558823529411765,0.108333333333333,0,0,0.00227272727272727,0.0123529411764706,0.0216666666666667,0,0,0,311.038235294118,560.133333333333,0,0,131.115909090909,76.4705882352941,100,0,0,4.54545454545455,60428.4941176471,107407.066666667,0,0,511.268181818182,17,6,12,12,22
"GrahamDB-selac-2a88b49/R/selac.R#1250#""GetLikelihoodSAC_CodonForSingleCharGivenOptimumHMMScoring"".ecoliHMMEVAL50_selac_UNREST_median",0.158823529411765,0,0,0,0,0.0394117647058824,0,0,0,0,319.132352941176,0,0,0,0,78.2582352941176,0,0,0,0,55869.6647058824,0,0,0,0,17,6,12,12,22
"GrahamDB-selac-2a88b49/R/selac.R#1122#""internal_expAtv"".ecoliHMMEVAL50_selac_UNREST_median",115.126470588235,0,0,0,0,28.2317647058824,0,0,0,0,232.505882352941,0,0,0,0,57.0182352941176,0,0,0,0,40604.4823529412,0,0,0,0,17,6,12,12,22
"GrahamDB-selac-e94b31e/R/selac.R#1454#""GetLikelihoodSAC_CodonForManyCharVaryingBySiteEvolvingAA"".ecoliHMMEVAL50_selac_UNREST_median",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,12,12,22
""".Call"".ecoliHMMEVAL50_selac_UNREST_median",63.5558823529412,96.0833333333333,0,0,0,15.5941176470588,17.1633333333333,0,0,0,72.0911764705882,107.783333333333,0,0,0,17.6870588235294,19.2583333333333,0,0,0,13347.1588235294,19216.4166666667,0,0,0,17,6,12,12,22
"""%*%"".ecoliHMMEVAL50_selac_UNREST_median",1.70588235294118,2.475,0,0.120833333333333,0,0.418235294117647,0.44,0,0.00416666666666667,0,71.2794117647059,105.508333333333,0,0.120833333333333,0,17.4876470588235,18.855,0,0.00416666666666667,0,13278.6647058824,18872.9,0,25.25,0,17,6,12,12,22
"""replCmat4"".ecoliHMMEVAL50_selac_UNREST_median",82.0529411764706,86.0416666666667,0,0,0,20.1164705882353,15.3633333333333,0,0,0,85.5794117647059,90.2833333333333,0,0,0,20.9805882352941,16.1183333333333,0,0,0,15063.7,12853.8833333333,0,0,0,17,6,12,12,22
"GrahamDB-selac-2a88b49/R/selac.R#1225#""exp_A_tvec_codon"".ecoliHMMEVAL50_selac_UNREST_median",45.1529411764706,0,0,0,0,11.0741176470588,0,0,0,0,86.0911764705882,0,0,0,0,21.1188235294118,0,0,0,0,22817.1588235294,0,0,0,0,17,6,12,12,22
"GrahamDB-selac-4ea4356/R/selac.R#3591#""%*%"".ecoliHMMEVAL50_selac_UNREST_median",0.00882352941176471,0.0333333333333333,68.8208333333333,0,0,0.00176470588235294,0.00666666666666667,2.7525,0,0,0.194117647058824,1.75,68.8416666666667,0,0,0.0476470588235294,0.313333333333333,2.75333333333333,0,0,33.4823529411765,355.55,16723.4916666667,0,0,17,6,12,12,22
"expm/R/expm_vec.R#95#""%*%"".ecoliHMMEVAL50_selac_UNREST_median",0,0,0,68.8125,0,0,0,0,2.77583333333333,0,0,0,0,68.8375,0,0,0,0,2.77666666666667,0,0,0,0,16721.8083333333,0,17,6,12,12,22
"""[<-"".ecoliHMMEVAL50_selac_UNREST_median",0.0235294117647059,0.05,0,0,0,0.00529411764705882,0.01,0,0,0,35.2,75.275,0,0,0,8.70294117647059,13.4966666666667,0,0,0,6280.7,11044.1833333333,0,0,0,17,6,12,12,22
"GrahamDB-selac-2a6c393/R/selac.R#1127#""[<-"".ecoliHMMEVAL50_selac_UNREST_median",0,0.0666666666666667,0,0,0,0,0.0116666666666667,0,0,0,0,61.9583333333333,0,0,0,0,10.7733333333333,0,0,0,0,7434.03333333333,0,0,0,17,6,12,12,22
"GrahamDB-selac-2a88b49/R/selac.R#1126#""[<-"".ecoliHMMEVAL50_selac_UNREST_median",0.0352941176470588,0,0,0,0,0.00764705882352941,0,0,0,0,44.6882352941176,0,0,0,0,11.0235294117647,0,0,0,0,7829.83529411765,0,0,0,0,17,6,12,12,22
"GrahamDB-selac-4ea4356/R/selac.R#3576#""sum"".ecoliHMMEVAL50_selac_UNREST_median",10.1911764705882,21.4916666666667,22.0166666666667,0,0,2.50235294117647,3.83833333333333,0.881666666666667,0,0,10.1970588235294,21.4916666666667,22.0333333333333,0,0,2.50352941176471,3.83833333333333,0.881666666666667,0,0,1629.66470588235,3468.55,4946.475,0,0,17,6,12,12,22
"expm/R/expm_vec.R#80#""sum"".ecoliHMMEVAL50_selac_UNREST_median",0,0,0,21.75,0,0,0,0,0.880833333333333,0,0,0,0,21.7583333333333,0,0,0,0,0.880833333333333,0,0,0,0,4909.925,0,17,6,12,12,22
"GrahamDB-selac-4ea4356/R/selac.R#3599#""internal_expm"".ecoliHMMEVAL50_selac_UNREST_median",0,0,2.9125,0,0,0,0,0.1175,0,0,0,0,21.5083333333333,0,0,0,0,0.86,0,0,0,0,5221.53333333333,0,0,17,6,12,12,22
"""new"".ecoliHMMEVAL50_selac_UNREST_median",0.0735294117647059,0.141666666666667,0,0,0,0.0188235294117647,0.025,0,0,0,9.78823529411765,16.5166666666667,0,0,0,2.44470588235294,2.97,0,0,0,1750.47647058824,2577.7,0,0,0,17,6,12,12,22
"""initialize"".ecoliHMMEVAL50_selac_UNREST_median",0.473529411764706,0.658333333333333,0,0,0,0.116470588235294,0.118333333333333,0,0,0,13.8941176470588,19.65,0,0,0,3.40705882352941,3.51166666666667,0,0,0,2528.38823529412,3057.65,0,0,0,17,6,12,12,22
"""*"".ecoliHMMEVAL50_selac_UNREST_median",0.211764705882353,0.2,0,0,0,0.0517647058823529,0.0316666666666667,0,0,0,12.5470588235294,18.15,0,0,0,3.07705882352941,3.245,0,0,0,2246.16470588235,2798.58333333333,0,0,0,17,6,12,12,22
"GrahamDB-selac-2a88b49/R/selac.R#3780#""as.vector"".ecoliHMMEVAL50_selac_UNREST_median",1.43235294117647,0,0,0,0,0.351176470588235,0,0,0,0,21.7029411764706,0,0,0,0,5.32588235294118,0,0,0,0,5657.37058823529,0,0,0,0,17,6,12,12,22
"GrahamDB-selac-f09bcd7/R/selac.R#3597#""internal_expm"".ecoliHMMEVAL50_selac_UNREST_median",1.2,2.75833333333333,0,0,0,0.295882352941176,0.488333333333333,0,0,0,8.83823529411765,18.8,0,0,0,2.16529411764706,3.35166666666667,0,0,0,1607.31176470588,3056.96666666667,0,0,0,17,6,12,12,22
"""callNextMethod"".ecoliHMMEVAL50_selac_UNREST_median",0.829411764705882,0.933333333333333,0,0,0,0.202352941176471,0.166666666666667,0,0,0,12.2529411764706,17.3,0,0,0,3.00294117647059,3.09,0,0,0,2218.82352941176,2706.11666666667,0,0,0,17,6,12,12,22
"GrahamDB-selac-4ea4356/R/selac.R#3592#""*"".ecoliHMMEVAL50_selac_UNREST_median",0.0529411764705882,0.0916666666666667,0,0,0,0.0123529411764706,0.0166666666666667,0,0,0,5.84411764705882,15.25,0,0,0,1.45705882352941,2.725,0,0,0,903.582352941177,2439.18333333333,0,0,0,17,6,12,12,22
"GrahamDB-selac-4ea4356/R/selac.R#3576#""<GC>"".ecoliHMMEVAL50_selac_UNREST_median",9.63823529411765,14.4416666666667,15.9875,0,0,2.36117647058824,2.57,0.639166666666667,0,0,9.63823529411765,14.4416666666667,15.9875,0,0,2.36117647058824,2.57,0.639166666666667,0,0,3064.62941176471,9268.58333333333,3515.69166666667,0,0,17,6,12,12,22
"GrahamDB-selac-4ea4356/R/selac.R#3577#""<GC>"".ecoliHMMEVAL50_selac_UNREST_median",9.83529411764706,13.8333333333333,15.6166666666667,0,0,2.40764705882353,2.46166666666667,0.625,0,0,9.83529411764706,13.8333333333333,15.6166666666667,0,0,2.40764705882353,2.46166666666667,0.625,0,0,3126.50588235294,8985.9,3412.28333333333,0,0,17,6,12,12,22
"GrahamDB-selac-2a88b49/R/selac.R#3780#""%*%"".ecoliHMMEVAL50_selac_UNREST_median",0.1,0,0,0,0,0.0241176470588235,0,0,0,0,16.8441176470588,0,0,0,0,4.12294117647059,0,0,0,0,4361.25294117647,0,0,0,0,17,6,12,12,22
""".nextMethod"".ecoliHMMEVAL50_selac_UNREST_median",0.632352941176471,1.025,0,0,0,0.154705882352941,0.181666666666667,0,0,0,9.87647058823529,14.25,0,0,0,2.42235294117647,2.54333333333333,0,0,0,1806.78823529412,2295.31666666667,0,0,0,17,6,12,12,22
"""validObject"".ecoliHMMEVAL50_selac_UNREST_median",0.979411764705882,1.61666666666667,0,0,0,0.24,0.285,0,0,0,7.85882352941177,11.4416666666667,0,0,0,1.92470588235294,2.045,0,0,0,1415.92941176471,1829.86666666667,0,0,0,17,6,12,12,22
"GrahamDB-selac-4ea4356/R/selac.R#3632#""as.vector"".ecoliHMMEVAL50_selac_UNREST_median",2.04411764705882,4.2,5.34583333333333,0,0,0.501764705882353,0.75,0.214166666666667,0,0,3.12647058823529,6.425,7.69583333333333,0,0,0.768235294117647,1.14833333333333,0.3075,0,0,560.794117647059,1411.13333333333,1893.39166666667,0,0,17,6,12,12,22
"""as"".ecoliHMMEVAL50_selac_UNREST_median",0.447058823529412,0.841666666666667,0,0,0,0.110588235294118,0.15,0,0,0,5.34411764705882,7.73333333333333,0,0,0,1.31411764705882,1.37666666666667,0,0,0,1029.73529411765,1313.93333333333,0,0,0,17,6,12,12,22
""".classEnv"".ecoliHMMEVAL50_selac_UNREST_median",1.15588235294118,1.68333333333333,0,0,0,0.282941176470588,0.301666666666667,0,0,0,4.31764705882353,6.34166666666667,0,0,0,1.05764705882353,1.13166666666667,0,0,0,795.729411764706,1062.35,0,0,0,17,6,12,12,22
"""getClassDef"".ecoliHMMEVAL50_selac_UNREST_median",1.51176470588235,2.10833333333333,0.0666666666666667,0.1125,0,0.371176470588235,0.378333333333333,0.0025,0.00416666666666667,0,3.97352941176471,5.325,0.158333333333333,0.245833333333333,0,0.975294117647059,0.95,0.00666666666666667,0.00916666666666667,0,719.247058823529,822.633333333333,39.6833333333333,53.9666666666667,0,17,6,12,12,22
"""rowSums"".ecoliHMMEVAL50_selac_UNREST_median",0.0647058823529412,0.0916666666666667,0,0,0,0.0141176470588235,0.0183333333333333,0,0,0,2.31764705882353,5.89166666666667,0,0,0,0.565294117647059,1.05,0,0,0,336.205882352941,982.216666666667,0,0,0,17,6,12,12,22
"GrahamDB-selac-819329e/R/selac.R#3524#""Matrix::norm"".ecoliHMMEVAL50_selac_UNREST_median",0.05,0.0666666666666667,0,0,0,0.0105882352941176,0.0133333333333333,0,0,0,2.17058823529412,5.18333333333333,0,0,0,0.531176470588235,0.92,0,0,0,326.788235294118,911.283333333333,0,0,0,17,6,12,12,22
"""as.vector"".ecoliHMMEVAL50_selac_UNREST_median",3.55,5.09166666666667,0,0,0,0.870588235294118,0.908333333333333,0,0,0,3.57352941176471,5.1,0,0,0,0.876470588235294,0.91,0,0,0,612.611764705882,899.316666666667,0,0,0,17,6,12,12,22
"""anyStrings"".ecoliHMMEVAL50_selac_UNREST_median",0.123529411764706,0.183333333333333,0,0,0,0.03,0.0333333333333333,0,0,0,3.26764705882353,4.89166666666667,0,0,0,0.801764705882353,0.876666666666667,0,0,0,593.941176470588,834,0,0,0,17,6,12,12,22
"""is"".ecoliHMMEVAL50_selac_UNREST_median",1.80294117647059,2.75,0,0,0,0.440588235294118,0.49,0,0,0,3.47058823529412,4.95,0,0,0,0.850588235294118,0.88,0,0,0,621.576470588235,676.033333333333,0,0,0,17,6,12,12,22
"""callGeneric"".ecoliHMMEVAL50_selac_UNREST_median",0.376470588235294,0.691666666666667,0,0,0,0.0923529411764706,0.123333333333333,0,0,0,2.76176470588235,5.86666666666667,0,0,0,0.678235294117647,1.04333333333333,0,0,0,432.682352941176,993.4,0,0,0,17,6,12,12,22
"""Matrix::norm"".ecoliHMMEVAL50_selac_UNREST_median",0.0558823529411765,0.075,0.0416666666666667,0.0625,0,0.0141176470588235,0.015,0,0.000833333333333333,0,2.05294117647059,5.475,0.3,0.3375,0,0.501176470588235,0.97,0.0116666666666667,0.0141666666666667,0,325.164705882353,934.533333333333,69.7833333333333,68.4,0,17,6,12,12,22
"""validityMethod"".ecoliHMMEVAL50_selac_UNREST_median",0.211764705882353,0.216666666666667,0,0,0,0.0529411764705882,0.0416666666666667,0,0,0,3.30882352941176,4.63333333333333,0,0,0,0.811764705882353,0.83,0,0,0,602.717647058824,798.766666666667,0,0,0,17,6,12,12,22
"""getClass"".ecoliHMMEVAL50_selac_UNREST_median",0.832352941176471,1.30833333333333,0,0,0,0.204705882352941,0.235,0,0,0,2.78529411764706,3.9,0,0,0,0.683529411764706,0.698333333333333,0,0,0,489.211764705882,563.366666666667,0,0,0,17,6,12,12,22
"""<GC>"".ecoliHMMEVAL50_selac_UNREST_median",3.44411764705882,3.86666666666667,2.82916666666667,2.8375,0.761363636363636,0.845882352941177,0.69,0.113333333333333,0.114166666666667,0.0259090909090909,3.44411764705882,3.86666666666667,2.82916666666667,2.8375,0.761363636363636,0.845882352941177,0.69,0.113333333333333,0.114166666666667,0.0259090909090909,1120.41764705882,2495.16666666667,682.583333333333,699.633333333333,133.9,17,6,12,12,22
""".requirePackage"".ecoliHMMEVAL50_selac_UNREST_median",1.67058823529412,2.35833333333333,0,0,0,0.408823529411765,0.421666666666667,0,0,0,2.49117647058824,3.625,0,0,0,0.611176470588235,0.646666666666667,0,0,0,462.241176470588,610.733333333333,0,0,0,17,6,12,12,22
"GrahamDB-selac-2a88b49/R/selac.R#3782#""sum"".ecoliHMMEVAL50_selac_UNREST_median",4.05882352941176,0,0,0,0,0.995294117647059,0,0,0,0,4.05882352941176,0,0,0,0,0.995294117647059,0,0,0,0,1079.64705882353,0,0,0,0,17,6,12,12,22
"GrahamDB-selac-2a88b49/R/selac.R#3809#""internal_expm"".ecoliHMMEVAL50_selac_UNREST_median",0.502941176470588,0,0,0,0,0.122941176470588,0,0,0,0,3.37941176470588,0,0,0,0,0.831176470588235,0,0,0,0,881.505882352941,0,0,0,0,17,6,12,12,22
""".local"".ecoliHMMEVAL50_selac_UNREST_median",0.0323529411764706,0.0333333333333333,0,0,0,0.00705882352941176,0.00666666666666667,0,0,0,1.85588235294118,3.15833333333333,0,0,0,0.462941176470588,0.555,0,0,0,333.652941176471,359.4,0,0,0,17,6,12,12,22
"<expr>#1042#""lSAC.c4mc.full"".ecoliHMMEVAL50_selac_UNREST_quadrature",0.0441176470588235,0.05,0.0458333333333333,0.05,0.0416666666666667,0.00882352941176471,0.01,0,0,0,385.255882352941,614.658333333333,2571.33333333333,2779.19166666667,2394.78611111111,88.2352941176471,100,91.6666666666667,100,83.3333333333333,75403.9,115222.783333333,595290.883333333,642664.45,9502.47777777778,17,6,12,12,18
"GrahamDB-selac-2a6c393/R/selac.R#1212#""GetLikelihoodSAC_CodonForSingleCharGivenOptimumHMMScoring"".ecoliHMMEVAL50_selac_UNREST_quadrature",0,0.183333333333333,0.379166666666667,0.425,0,0,0.03,0.0141666666666667,0.015,0,0,613.125,2794.96666666667,2777.90833333333,0,0,99.75,99.9541666666667,99.9533333333333,0,0,114651.866666667,646970.258333333,642193.175,0,17,6,12,12,18
